system:index,PLOTID,dw_2015_2018,dw_2015_2021,dw_2018_2021,me_2015_2018,me_2015_2021,me_2018_2021,.geo
00000000000000000b1f,id_59950380,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.569590050125958,60.05204715797061]}"
00000000000000000bd5,id_64528281,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.569590050125958,60.05204715797061]}"
0000000000000000051a,id_43457852,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.694565275350886,59.939316624238465]}"
0000000000000000016b,id_90987642,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753095435778413,59.976630381853695]}"
0000000000000000045f,id_49553738,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753095435778413,59.976630381853695]}"
000000000000000009ce,id_68563400,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753095435778413,59.976630381853695]}"
00000000000000000aba,id_57613874,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753095435778413,59.976630381853695]}"
00000000000000000ad6,id_5829843,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753095435778413,59.976630381853695]}"
00000000000000000b31,id_60295200,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753095435778413,59.976630381853695]}"
000000000000000006ce,id_14146917,6.0,6.0,6.0,11.0,10.0,10.0,"{""type"":""Point"",""coordinates"":[10.63910743554918,59.92906069181552]}"
00000000000000000761,id_26300918,6.0,6.0,6.0,11.0,10.0,10.0,"{""type"":""Point"",""coordinates"":[10.63910743554918,59.92906069181552]}"
00000000000000000078,id_85544079,13.0,13.0,1.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.827401895733038,59.8843715810579]}"
000000000000000001d6,id_93461648,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.633698545971345,60.07372284819143]}"
00000000000000000466,id_49777239,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.633698545971345,60.07372284819143]}"
000000000000000009ae,id_67864544,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.633698545971345,60.07372284819143]}"
0000000000000000015d,id_9064314,1.0,1.0,1.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.719790410010228,59.90800481664116]}"
000000000000000001a3,id_92117170,1.0,1.0,1.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.719790410010228,59.90800481664116]}"
00000000000000000590,id_4645149,16.0,16.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.63252580239429,59.99542103369292]}"
00000000000000000699,id_13067041,16.0,16.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.63252580239429,59.99542103369292]}"
00000000000000000b2f,id_6026341,9.0,9.0,1.0,4.0,4.0,16.0,"{""type"":""Point"",""coordinates"":[10.68374303709417,60.114046499017725]}"
000000000000000008c9,id_34382654,6.0,6.0,6.0,14.0,14.0,6.0,"{""type"":""Point"",""coordinates"":[10.825872424071704,59.87936401057488]}"
000000000000000002de,id_78089540,1.0,1.0,1.0,4.0,4.0,16.0,"{""type"":""Point"",""coordinates"":[10.68517886763338,60.110439086265494]}"
0000000000000000086a,id_32564223,6.0,6.0,6.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.67476240757253,59.961933184781536]}"
000000000000000008fe,id_35460802,6.0,6.0,6.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.67476240757253,59.961933184781536]}"
0000000000000000041c,id_41468560,11.0,9.0,9.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.647187326658022,60.131570766157786]}"
00000000000000000484,id_504858,11.0,9.0,9.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.647187326658022,60.131570766157786]}"
000000000000000005a9,id_47077778,15.0,16.0,12.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.686280265593581,60.11087161906768]}"
00000000000000000736,id_16546377,15.0,16.0,12.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.740957762710934,59.88877717289869]}"
0000000000000000013a,id_89830905,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.854183256660033,59.93204828952135]}"
0000000000000000087a,id_32817606,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.854183256660033,59.93204828952135]}"
0000000000000000014e,id_90228310,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.897276009240533,59.827963952731814]}"
000000000000000003ce,id_83721289,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.897276009240533,59.827963952731814]}"
00000000000000000571,id_45764223,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.897276009240533,59.827963952731814]}"
000000000000000006ed,id_14870006,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.897276009240533,59.827963952731814]}"
00000000000000000706,id_15320556,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.897276009240533,59.827963952731814]}"
00000000000000000a64,id_72304906,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.897276009240533,59.827963952731814]}"
00000000000000000394,id_8217907,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.675029953635738,60.023990494142346]}"
00000000000000000566,id_45437358,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.723388904560359,60.07384324391987]}"
00000000000000000829,id_31271237,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.723388904560359,60.07384324391987]}"
00000000000000000a5c,id_72079361,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.723388904560359,60.07384324391987]}"
00000000000000000b82,id_62242081,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.723388904560359,60.07384324391987]}"
00000000000000000be9,id_65012827,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.723388904560359,60.07384324391987]}"
000000000000000006cd,id_14126155,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.905623446412585,59.84293315496823]}"
00000000000000000a47,id_7165420,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.905623446412585,59.84293315496823]}"
00000000000000000862,id_32476084,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.857946737949142,59.97690684611901]}"
00000000000000000b9e,id_62978992,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.857946737949142,59.97690684611901]}"
0000000000000000064c,id_11645724,4.0,4.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.77853014818727,59.892852791261554]}"
000000000000000001e2,id_9373180,6.0,6.0,6.0,12.0,10.0,14.0,"{""type"":""Point"",""coordinates"":[10.727803414603269,59.91768998412925]}"
00000000000000000917,id_35923994,6.0,6.0,6.0,12.0,10.0,14.0,"{""type"":""Point"",""coordinates"":[10.727803414603269,59.91768998412925]}"
000000000000000006ff,id_15206652,15.0,16.0,12.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.920191329554195,59.92535517884013]}"
000000000000000000cf,id_87497828,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.66579515535405,59.993838052818944]}"
000000000000000006b2,id_13662787,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.66579515535405,59.993838052818944]}"
0000000000000000071c,id_15868635,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.66579515535405,59.993838052818944]}"
000000000000000008a5,id_3359234,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.66579515535405,59.993838052818944]}"
00000000000000000add,id_58369579,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.66579515535405,59.993838052818944]}"
00000000000000000026,id_75419125,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.756283693031627,60.0908324189335]}"
00000000000000000122,id_89523141,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.756283693031627,60.0908324189335]}"
000000000000000003bc,id_83129790,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.756283693031627,60.0908324189335]}"
0000000000000000058b,id_4632764,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.756283693031627,60.0908324189335]}"
000000000000000000dd,id_87820955,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.523291203888029,60.02564482063317]}"
0000000000000000024b,id_94882741,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.523291203888029,60.02564482063317]}"
000000000000000002e1,id_78158200,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.523291203888029,60.02564482063317]}"
000000000000000009e1,id_690967,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.523291203888029,60.02564482063317]}"
00000000000000000431,id_4195626,5.0,6.0,2.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.727584918651651,59.96502334181158]}"
00000000000000000915,id_35861938,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.634394165735687,60.02234062675257]}"
00000000000000000be8,id_64987679,9.0,9.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.696834957787086,60.074721686827395]}"
000000000000000004ea,id_42346499,6.0,8.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.571373690547334,60.02157812047243]}"
000000000000000008e7,id_35016654,6.0,8.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.571373690547334,60.02157812047243]}"
00000000000000000241,id_9468052,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.7641406290878,59.891162791962294]}"
00000000000000000031,id_84066223,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.904892153839818,59.84258534508606]}"
000000000000000000fd,id_88716087,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.904892153839818,59.84258534508606]}"
0000000000000000067b,id_12472747,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.904892153839818,59.84258534508606]}"
00000000000000000893,id_33254106,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.904892153839818,59.84258534508606]}"
00000000000000000926,id_36263617,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.904892153839818,59.84258534508606]}"
00000000000000000426,id_41737814,1.0,2.0,2.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.696005564991147,59.907951307428526]}"
00000000000000000021,id_75332160,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.750816835140103,59.91307481453893]}"
000000000000000002bd,id_7724666,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.750816835140103,59.91307481453893]}"
0000000000000000059b,id_46741343,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.750816835140103,59.91307481453893]}"
000000000000000005b6,id_47307282,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.750816835140103,59.91307481453893]}"
00000000000000000a04,id_70137563,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.750816835140103,59.91307481453893]}"
00000000000000000b38,id_60380509,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.750816835140103,59.91307481453893]}"
0000000000000000013e,id_89892326,1.0,1.0,1.0,6.0,5.0,5.0,"{""type"":""Point"",""coordinates"":[10.713271204270088,59.90638170385771]}"
0000000000000000062b,id_10793525,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.879497573340446,59.914537399684455]}"
00000000000000000805,id_30655225,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.879497573340446,59.914537399684455]}"
000000000000000009b6,id_68070363,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.879497573340446,59.914537399684455]}"
000000000000000000c6,id_87348959,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.589254685771653,60.061420188384965]}"
0000000000000000057e,id_46094257,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.65594500112699,59.93298024164151]}"
00000000000000000978,id_66741497,6.0,5.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.778160042799833,59.91603119853737]}"
00000000000000000b98,id_62722272,6.0,5.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.778160042799833,59.91603119853737]}"
000000000000000008a0,id_33485780,11.0,11.0,11.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.61162599575679,60.10380840299902]}"
000000000000000000c3,id_87269325,5.0,5.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.72974312356152,59.91020761256157]}"
00000000000000000a5a,id_72069059,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.6362223971676,60.09201408071266]}"
00000000000000000b34,id_60325568,3.0,1.0,9.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.67455282982302,60.07132385182467]}"
00000000000000000672,id_12195602,2.0,1.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.67403557410082,59.919099060062145]}"
000000000000000000b4,id_87012168,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.676951826189775,59.89184949352453]}"
000000000000000001de,id_9366259,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.676951826189775,59.89184949352453]}"
0000000000000000049a,id_50969548,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.676951826189775,59.89184949352453]}"
00000000000000000660,id_12001987,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.676951826189775,59.89184949352453]}"
00000000000000000a4f,id_71810907,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.676951826189775,59.89184949352453]}"
00000000000000000220,id_93972072,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.822479048170033,59.967431256380436]}"
00000000000000000b73,id_62009241,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.822479048170033,59.967431256380436]}"
00000000000000000514,id_43277253,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.582967353286294,60.06886242804317]}"
0000000000000000079e,id_27743962,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.582967353286294,60.06886242804317]}"
00000000000000000b94,id_62677497,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.582967353286294,60.06886242804317]}"
00000000000000000227,id_94054273,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.58259724789886,60.06868406400103]}"
000000000000000003a0,id_82500325,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.58259724789886,60.06868406400103]}"
000000000000000006aa,id_1342729,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.58259724789886,60.06868406400103]}"
00000000000000000b25,id_60053770,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.58259724789886,60.06868406400103]}"
000000000000000001aa,id_92275012,10.0,10.0,6.0,10.0,11.0,7.0,"{""type"":""Point"",""coordinates"":[10.754094274414387,59.961621047707794]}"
000000000000000001ae,id_92350936,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.678057683251028,59.95272960020722]}"
000000000000000003bf,id_83206307,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.678057683251028,59.95272960020722]}"
000000000000000008ce,id_3446988,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.678057683251028,59.95272960020722]}"
000000000000000008eb,id_35123193,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.678057683251028,59.95272960020722]}"
00000000000000000b2a,id_60087262,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.678057683251028,59.95272960020722]}"
0000000000000000008d,id_86114849,6.0,6.0,6.0,14.0,14.0,6.0,"{""type"":""Point"",""coordinates"":[10.656979512571391,59.92506533727165]}"
000000000000000005a2,id_46981482,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.596607743408784,60.10201584437553]}"
0000000000000000043c,id_48560050,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.808571111984337,59.86999098016053]}"
00000000000000000864,id_32485361,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.808571111984337,59.86999098016053]}"
000000000000000000f1,id_88430751,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.917997451835896,59.828383108230824]}"
000000000000000000ad,id_86754335,11.0,11.0,11.0,3.0,1.0,9.0,"{""type"":""Point"",""coordinates"":[10.755191213273536,60.11428729047462]}"
00000000000000000235,id_94470691,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.606515865949543,60.08752822505289]}"
00000000000000000779,id_26816964,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.606515865949543,60.08752822505289]}"
00000000000000000881,id_32904189,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.606515865949543,60.08752822505289]}"
000000000000000008ef,id_35194274,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.606515865949543,60.08752822505289]}"
00000000000000000008,id_7474729,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734759612246645,59.96178603444678]}"
000000000000000003ab,id_82714903,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734759612246645,59.96178603444678]}"
000000000000000003b3,id_82863613,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734759612246645,59.96178603444678]}"
000000000000000005c3,id_47478125,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734759612246645,59.96178603444678]}"
00000000000000000aad,id_5735518,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734759612246645,59.96178603444678]}"
00000000000000000ab9,id_57613137,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734759612246645,59.96178603444678]}"
0000000000000000056a,id_45493372,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.6858477327914,59.87691596409653]}"
0000000000000000090c,id_35689299,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.6858477327914,59.87691596409653]}"
00000000000000000704,id_15312503,1.0,1.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.754865698896632,59.874579395144536]}"
00000000000000000a66,id_72330868,1.0,1.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.754865698896632,59.874579395144536]}"
00000000000000000b0b,id_59518432,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.779243604355822,59.85269858627527]}"
00000000000000000b7c,id_62169602,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.779243604355822,59.85269858627527]}"
00000000000000000203,id_7605670,1.0,1.0,1.0,5.0,8.0,4.0,"{""type"":""Point"",""coordinates"":[10.741483936635241,59.86460884518903]}"
00000000000000000491,id_50766925,1.0,1.0,1.0,5.0,8.0,4.0,"{""type"":""Point"",""coordinates"":[10.741483936635241,59.86460884518903]}"
000000000000000009d7,id_68748519,6.0,6.0,6.0,10.0,10.0,6.0,"{""type"":""Point"",""coordinates"":[10.689695937000524,59.93866113638361]}"
00000000000000000399,id_82309806,11.0,11.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.62375029152111,60.01753371581696]}"
00000000000000000b20,id_59972936,11.0,11.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.62375029152111,60.01753371581696]}"
00000000000000000bec,id_65082692,11.0,11.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.62375029152111,60.01753371581696]}"
000000000000000001fc,id_75961667,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.539308294872006,60.026625822864936]}"
00000000000000000381,id_81668617,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.539308294872006,60.026625822864936]}"
000000000000000007a6,id_27930417,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.539308294872006,60.026625822864936]}"
